5.464102 3.000000
5.446122 3.029924
5.427092 3.059229
5.407018 3.087908
5.385907 3.115950
5.363764 3.143348
5.340596 3.170092
5.316411 3.196176
5.291216 3.221591
5.265018 3.246329
5.237826 3.270383
5.209647 3.293745
5.180491 3.316409
5.150366 3.338367
5.119281 3.359612
5.087246 3.380139
5.054271 3.399941
5.020365 3.419012
4.985539 3.437346
4.949804 3.454938
4.913171 3.471782
4.875650 3.487872
4.837252 3.503205
4.797991 3.517776
4.757878 3.531579
4.716924 3.544612
4.675143 3.556869
4.632547 3.568348
4.589149 3.579044
4.544962 3.588954
4.500000 3.598076
4.454277 3.606407
4.407806 3.613943
4.360601 3.620684
4.312677 3.626626
4.264049 3.631768
4.214732 3.636108
4.164740 3.639645
4.114088 3.642378
4.062792 3.644307
4.010868 3.645430
3.958332 3.645747
3.905199 3.645258
3.851485 3.643963
3.797208 3.641863
3.742383 3.638958
3.687027 3.635250
3.631158 3.630738
3.574792 3.625426
3.517946 3.619313
3.460637 3.612403
3.402884 3.604697
3.344703 3.596198
3.286113 3.586907
3.227131 3.576829
3.167775 3.565966
3.108063 3.554321
3.048014 3.541898
2.987646 3.528701
2.926977 3.514733
2.866025 3.500000
2.804810 3.484505
2.743350 3.468253
2.681663 3.451250
2.619768 3.433499
2.557685 3.415008
2.495432 3.395780
2.433027 3.375823
2.370491 3.355143
2.307843 3.333745
2.245100 3.311636
2.182283 3.288823
2.119410 3.265312
2.056501 3.241112
1.993574 3.216229
1.930650 3.190671
1.867746 3.164445
1.804883 3.137561
1.742080 3.110025
1.679355 3.081846
1.616727 3.053033
1.554217 3.023595
1.491842 2.993541
1.429622 2.962879
1.367575 2.931619
1.305722 2.899771
1.244079 2.867345
1.182668 2.834349
1.121505 2.800795
1.060609 2.766692
1.000000 2.732051
0.939695 2.696882
0.879714 2.661197
0.820073 2.625005
0.760792 2.588319
0.701889 2.551148
0.643381 2.513506
0.585286 2.475402
0.527622 2.436848
0.470407 2.397857
0.413657 2.358441
0.357391 2.318610
0.301625 2.278378
0.246377 2.237756
0.191662 2.196758
0.137499 2.155395
0.083902 2.113679
0.030890 2.071625
-0.021523 2.029244
-0.073320 1.986550
-0.124485 1.943555
-0.175003 1.900273
-0.224859 1.856716
-0.274037 1.812899
-0.322523 1.768834
-0.370300 1.724535
-0.417356 1.680015
-0.463676 1.635288
-0.509245 1.590367
-0.554049 1.545267
-0.598076 1.500000
-0.641312 1.454581
-0.683742 1.409024
-0.725356 1.363342
-0.766139 1.317549
-0.806079 1.271660
-0.845165 1.225688
-0.883384 1.179647
-0.920725 1.133552
-0.957176 1.087416
-0.992726 1.041253
-1.027365 0.995077
-1.061081 0.948903
-1.093865 0.902745
-1.125707 0.856616
-1.156597 0.810531
-1.186525 0.764504
-1.215482 0.718548
-1.243460 0.672679
-1.270450 0.626908
-1.296443 0.581252
-1.321433 0.535723
-1.345411 0.490335
-1.368370 0.445103
-1.390302 0.400040
-1.411202 0.355159
-1.431063 0.310475
-1.449879 0.266001
-1.467644 0.221751
-1.484353 0.177738
-1.500000 0.133975
-1.514581 0.090475
-1.528092 0.047253
-1.540528 0.004322
-1.551885 -0.038307
-1.562161 -0.080619
-1.571351 -0.122602
-1.579453 -0.164244
-1.586466 -0.205530
-1.592385 -0.246449
-1.597211 -0.286989
-1.600941 -0.327137
-1.603573 -0.366880
-1.605109 -0.406207
-1.605546 -0.445105
-1.604884 -0.483564
-1.603125 -0.521570
-1.600268 -0.559113
-1.596314 -0.596182
-1.591265 -0.632763
-1.585122 -0.668848
-1.577887 -0.704424
-1.569562 -0.739481
-1.560150 -0.774008
-1.549653 -0.807995
-1.538075 -0.841431
-1.525420 -0.874306
-1.511690 -0.906611
-1.496891 -0.938334
-1.481026 -0.969467
-1.464102 -1.000000
-1.446122 -1.029924
-1.427092 -1.059229
-1.407018 -1.087908
-1.385907 -1.115950
-1.363764 -1.143348
-1.340596 -1.170092
-1.316411 -1.196176
-1.291216 -1.221591
-1.265018 -1.246329
-1.237826 -1.270383
-1.209647 -1.293745
-1.180491 -1.316409
-1.150366 -1.338367
-1.119281 -1.359612
-1.087246 -1.380139
-1.054271 -1.399941
-1.020365 -1.419012
-0.985539 -1.437346
-0.949804 -1.454938
-0.913171 -1.471782
-0.875650 -1.487872
-0.837252 -1.503205
-0.797991 -1.517776
-0.757878 -1.531579
-0.716924 -1.544612
-0.675143 -1.556869
-0.632547 -1.568348
-0.589149 -1.579044
-0.544962 -1.588954
-0.500000 -1.598076
-0.454277 -1.606407
-0.407806 -1.613943
-0.360601 -1.620684
-0.312677 -1.626626
-0.264049 -1.631768
-0.214732 -1.636108
-0.164740 -1.639645
-0.114088 -1.642378
-0.062792 -1.644307
-0.010868 -1.645430
0.041668 -1.645747
0.094801 -1.645258
0.148515 -1.643963
0.202792 -1.641863
0.257617 -1.638958
0.312973 -1.635250
0.368842 -1.630738
0.425208 -1.625426
0.482054 -1.619313
0.539363 -1.612403
0.597116 -1.604697
0.655297 -1.596198
0.713887 -1.586907
0.772869 -1.576829
0.832225 -1.565966
0.891937 -1.554321
0.951986 -1.541898
1.012354 -1.528701
1.073023 -1.514733
1.133975 -1.500000
1.195190 -1.484505
1.256650 -1.468253
1.318337 -1.451250
1.380232 -1.433499
1.442315 -1.415008
1.504568 -1.395780
1.566973 -1.375823
1.629509 -1.355143
1.692157 -1.333745
1.754900 -1.311636
1.817717 -1.288823
1.880590 -1.265312
1.943499 -1.241112
2.006426 -1.216229
2.069350 -1.190671
2.132254 -1.164445
2.195117 -1.137561
2.257920 -1.110025
2.320645 -1.081846
2.383273 -1.053033
2.445783 -1.023595
2.508158 -0.993541
2.570378 -0.962879
2.632425 -0.931619
2.694278 -0.899771
2.755921 -0.867345
2.817332 -0.834349
2.878495 -0.800795
2.939391 -0.766692
3.000000 -0.732051
3.060305 -0.696882
3.120286 -0.661197
3.179927 -0.625005
3.239208 -0.588319
3.298111 -0.551148
3.356619 -0.513506
3.414714 -0.475402
3.472378 -0.436848
3.529593 -0.397857
3.586343 -0.358441
3.642609 -0.318610
3.698375 -0.278378
3.753623 -0.237756
3.808338 -0.196758
3.862501 -0.155395
3.916098 -0.113679
3.969110 -0.071625
4.021523 -0.029244
4.073320 0.013450
4.124485 0.056445
4.175003 0.099727
4.224859 0.143284
4.274037 0.187101
4.322523 0.231166
4.370300 0.275465
4.417356 0.319985
4.463676 0.364712
4.509245 0.409633
4.554049 0.454733
4.598076 0.500000
4.641312 0.545419
4.683742 0.590976
4.725356 0.636658
4.766139 0.682451
4.806079 0.728340
4.845165 0.774312
4.883384 0.820353
4.920725 0.866448
4.957176 0.912584
4.992726 0.958747
5.027365 1.004923
5.061081 1.051097
5.093865 1.097255
5.125707 1.143384
5.156597 1.189469
5.186525 1.235496
5.215482 1.281452
5.243460 1.327321
5.270450 1.373092
5.296443 1.418748
5.321433 1.464277
5.345411 1.509665
5.368370 1.554897
5.390302 1.599960
5.411202 1.644841
5.431063 1.689525
5.449879 1.733999
5.467644 1.778249
5.484353 1.822262
5.500000 1.866025
5.514581 1.909525
5.528092 1.952747
5.540528 1.995678
5.551885 2.038307
5.562161 2.080619
5.571351 2.122602
5.579453 2.164244
5.586466 2.205530
5.592385 2.246449
5.597211 2.286989
5.600941 2.327137
5.603573 2.366880
5.605109 2.406207
5.605546 2.445105
5.604884 2.483564
5.603125 2.521570
5.600268 2.559113
5.596314 2.596182
5.591265 2.632763
5.585122 2.668848
5.577887 2.704424
5.569562 2.739481
5.560150 2.774008
5.549653 2.807995
5.538075 2.841431
5.525420 2.874306
5.511690 2.906611
5.496891 2.938334
5.481026 2.969467
5.464102 3.000000
