#  x,   y,atan(y/x),atan2(y,x)
  -0,1000,-90.0000, 90.0000
   1,1001, 89.9428, 89.9428
  -2, 998,-89.8852, 90.1148
   3,1003, 89.8286, 89.8286
  -4, 996,-89.7699, 90.2301
   5,1005, 89.7149, 89.7149
  -6, 994,-89.6542, 90.3458
   7,1007, 89.6017, 89.6017
  -8, 992,-89.5379, 90.4621
   9,1009, 89.4890, 89.4890
 -10, 990,-89.4213, 90.5787
  11,1011, 89.3766, 89.3766
 -12, 988,-89.3041, 90.6959
  13,1013, 89.2648, 89.2648
 -14, 986,-89.1865, 90.8135
  15,1015, 89.1533, 89.1533
 -16, 984,-89.0684, 90.9316
  17,1017, 89.0423, 89.0423
 -18, 982,-88.9499, 91.0501
  19,1019, 88.9318, 88.9318
 -20, 980,-88.8309, 91.1691
  21,1021, 88.8217, 88.8217
 -22, 978,-88.7114, 91.2886
  23,1023, 88.7120, 88.7120
 -24, 976,-88.5914, 91.4086
  25,1025, 88.6028, 88.6028
 -26, 974,-88.4709, 91.5291
  27,1027, 88.4940, 88.4940
 -28, 972,-88.3500, 91.6500
  29,1029, 88.3857, 88.3857
 -30, 970,-88.2285, 91.7715
  31,1031, 88.2778, 88.2778
 -32, 968,-88.1066, 91.8934
  33,1033, 88.1703, 88.1703
 -34, 966,-87.9842, 92.0158
  35,1035, 88.0632, 88.0632
 -36, 964,-87.8613, 92.1387
  37,1037, 87.9566, 87.9566
 -38, 962,-87.7379, 92.2621
  39,1039, 87.8503, 87.8503
 -40, 960,-87.6141, 92.3859
  41,1041, 87.7446, 87.7446
 -42, 958,-87.4897, 92.5103
  43,1043, 87.6392, 87.6392
 -44, 956,-87.3648, 92.6352
  45,1045, 87.5342, 87.5342
 -46, 954,-87.2394, 92.7606
  47,1047, 87.4297, 87.4297
 -48, 952,-87.1136, 92.8864
  49,1049, 87.3256, 87.3256
 -50, 950,-86.9872, 93.0128
  51,1051, 87.2219, 87.2219
 -52, 948,-86.8603, 93.1397
  53,1053, 87.1186, 87.1186
 -54, 946,-86.7330, 93.2670
  55,1055, 87.0157, 87.0157
 -56, 944,-86.6051, 93.3949
  57,1057, 86.9132, 86.9132
 -58, 942,-86.4767, 93.5233
  59,1059, 86.8112, 86.8112
 -60, 940,-86.3478, 93.6522
  61,1061, 86.7095, 86.7095
 -62, 938,-86.2184, 93.7816
  63,1063, 86.6083, 86.6083
 -64, 936,-86.0884, 93.9116
  65,1065, 86.5074, 86.5074
 -66, 934,-85.9580, 94.0420
  67,1067, 86.4070, 86.4070
 -68, 932,-85.8270, 94.1730
  69,1069, 86.3069, 86.3069
 -70, 930,-85.6955, 94.3045
  71,1071, 86.2072, 86.2072
 -72, 928,-85.5635, 94.4365
  73,1073, 86.1080, 86.1080
 -74, 926,-85.4310, 94.5690
  75,1075, 86.0091, 86.0091
 -76, 924,-85.2979, 94.7021
  77,1077, 85.9106, 85.9106
 -78, 922,-85.1644, 94.8356
  79,1079, 85.8125, 85.8125
 -80, 920,-85.0303, 94.9697
  81,1081, 85.7148, 85.7148
 -82, 918,-84.8956, 95.1044
  83,1083, 85.6175, 85.6175
 -84, 916,-84.7605, 95.2395
  85,1085, 85.5205, 85.5205
 -86, 914,-84.6248, 95.3752
  87,1087, 85.4240, 85.4240
 -88, 912,-84.4885, 95.5115
  89,1089, 85.3278, 85.3278
 -90, 910,-84.3518, 95.6482
  91,1091, 85.2320, 85.2320
 -92, 908,-84.2144, 95.7856
  93,1093, 85.1366, 85.1366
 -94, 906,-84.0766, 95.9234
  95,1095, 85.0415, 85.0415
 -96, 904,-83.9382, 96.0618
  97,1097, 84.9469, 84.9469
 -98, 902,-83.7993, 96.2007
  99,1099, 84.8526, 84.8526
-100, 900,-83.6598, 96.3402
 101,1101, 84.7587, 84.7587
-102, 898,-83.5198, 96.4802
 103,1103, 84.6651, 84.6651
-104, 896,-83.3792, 96.6208
 105,1105, 84.5719, 84.5719
-106, 894,-83.2381, 96.7619
 107,1107, 84.4791, 84.4791
-108, 892,-83.0964, 96.9036
 109,1109, 84.3866, 84.3866
-110, 890,-82.9542, 97.0458
 111,1111, 84.2945, 84.2945
-112, 888,-82.8115, 97.1885
 113,1113, 84.2028, 84.2028
-114, 886,-82.6681, 97.3319
 115,1115, 84.1114, 84.1114
-116, 884,-82.5243, 97.4757
 117,1117, 84.0204, 84.0204
-118, 882,-82.3798, 97.6202
 119,1119, 83.9297, 83.9297
-120, 880,-82.2348, 97.7652
 121,1121, 83.8394, 83.8394
-122, 878,-82.0893, 97.9107
 123,1123, 83.7494, 83.7494
-124, 876,-81.9432, 98.0568
 125,1125, 83.6598, 83.6598
-126, 874,-81.7965, 98.2035
 127,1127, 83.5705, 83.5705
-128, 872,-81.6492, 98.3508
 129,1129, 83.4816, 83.4816
-130, 870,-81.5014, 98.4986
 131,1131, 83.3931, 83.3931
-132, 868,-81.3531, 98.6469
 133,1133, 83.3048, 83.3048
-134, 866,-81.2041, 98.7959
 135,1135, 83.2170, 83.2170
-136, 864,-81.0546, 98.9454
 137,1137, 83.1294, 83.1294
-138, 862,-80.9045, 99.0955
 139,1139, 83.0422, 83.0422
-140, 860,-80.7539, 99.2461
 141,1141, 82.9553, 82.9553
-142, 858,-80.6027, 99.3973
 143,1143, 82.8688, 82.8688
-144, 856,-80.4509, 99.5491
 145,1145, 82.7826, 82.7826
-146, 854,-80.2985, 99.7015
 147,1147, 82.6968, 82.6968
-148, 852,-80.1455, 99.8545
 149,1149, 82.6112, 82.6112
-150, 850,-79.9920,100.0080
 151,1151, 82.5260, 82.5260
-152, 848,-79.8379,100.1621
 153,1153, 82.4412, 82.4412
-154, 846,-79.6832,100.3168
 155,1155, 82.3566, 82.3566
-156, 844,-79.5280,100.4720
 157,1157, 82.2724, 82.2724
-158, 842,-79.3721,100.6279
 159,1159, 82.1885, 82.1885
-160, 840,-79.2157,100.7843
 161,1161, 82.1049, 82.1049
-162, 838,-79.0587,100.9413
 163,1163, 82.0217, 82.0217
-164, 836,-78.9011,101.0989
 165,1165, 81.9388, 81.9388
-166, 834,-78.7429,101.2571
 167,1167, 81.8562, 81.8562
-168, 832,-78.5842,101.4158
 169,1169, 81.7739, 81.7739
-170, 830,-78.4248,101.5752
 171,1171, 81.6919, 81.6919
-172, 828,-78.2649,101.7351
 173,1173, 81.6102, 81.6102
-174, 826,-78.1044,101.8956
 175,1175, 81.5289, 81.5289
-176, 824,-77.9432,102.0568
 177,1177, 81.4478, 81.4478
-178, 822,-77.7815,102.2185
 179,1179, 81.3671, 81.3671
-180, 820,-77.6192,102.3808
 181,1181, 81.2867, 81.2867
-182, 818,-77.4564,102.5436
 183,1183, 81.2065, 81.2065
-184, 816,-77.2929,102.7071
 185,1185, 81.1267, 81.1267
-186, 814,-77.1288,102.8712
 187,1187, 81.0472, 81.0472
-188, 812,-76.9642,103.0358
 189,1189, 80.9680, 80.9680
-190, 810,-76.7989,103.2011
 191,1191, 80.8891, 80.8891
-192, 808,-76.6331,103.3669
 193,1193, 80.8105, 80.8105
-194, 806,-76.4666,103.5334
 195,1195, 80.7322, 80.7322
-196, 804,-76.2996,103.7004
 197,1197, 80.6541, 80.6541
-198, 802,-76.1320,103.8680
 199,1199, 80.5764, 80.5764
-200, 800,-75.9638,104.0362
 201,1201, 80.4990, 80.4990
-202, 798,-75.7949,104.2051
 203,1203, 80.4219, 80.4219
-204, 796,-75.6255,104.3745
 205,1205, 80.3450, 80.3450
-206, 794,-75.4555,104.5445
 207,1207, 80.2685, 80.2685
-208, 792,-75.2849,104.7151
 209,1209, 80.1922, 80.1922
-210, 790,-75.1137,104.8863
 211,1211, 80.1162, 80.1162
-212, 788,-74.9419,105.0581
 213,1213, 80.0405, 80.0405
-214, 786,-74.7696,105.2304
 215,1215, 79.9651, 79.9651
-216, 784,-74.5966,105.4034
 217,1217, 79.8900, 79.8900
-218, 782,-74.4230,105.5770
 219,1219, 79.8151, 79.8151
-220, 780,-74.2488,105.7512
 221,1221, 79.7406, 79.7406
-222, 778,-74.0741,105.9259
 223,1223, 79.6663, 79.6663
-224, 776,-73.8987,106.1013
 225,1225, 79.5923, 79.5923
-226, 774,-73.7227,106.2773
 227,1227, 79.5186, 79.5186
-228, 772,-73.5462,106.4538
 229,1229, 79.4451, 79.4451
-230, 770,-73.3690,106.6310
 231,1231, 79.3719, 79.3719
-232, 768,-73.1913,106.8087
 233,1233, 79.2990, 79.2990
-234, 766,-73.0130,106.9870
 235,1235, 79.2264, 79.2264
-236, 764,-72.8341,107.1659
 237,1237, 79.1540, 79.1540
-238, 762,-72.6545,107.3455
 239,1239, 79.0819, 79.0819
-240, 760,-72.4744,107.5256
 241,1241, 79.0101, 79.0101
